City,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
BANKURA,1901,17.97,21.334,26.523,31.712,32.202,32.075,28.83,28.26,28.071,27.048,21.739,18.1
BANKURA,1902,19.304,21.54,28.05,29.945,31.773,31.343,28.291,28.699,28.324,26.327,21.515,17.922
BANKURA,1903,19.092,20.611,26.948,31.629,33.581,30.709,29.313,28.32,28.031,26.142,21.093,17.255
BANKURA,1904,18.45,21.011,27.169,31.998,31.217,29.839,27.817,28.083,28.095,26.182,21.398,18.735
BANKURA,1905,18.249,18.904,25.173,28.574,30.625,32.965,28.291,28.349,27.829,26.294,21.7,18.011
BANKURA,1906,18.449,20.779,24.896,31.926,32.946,31.225,28.718,28.159,28.422,26.318,21.738,18.641
BANKURA,1907,19.401,21.064,24.941,28.818,31.631,30.644,28.618,28.002,28.162,26.461,21.958,17.608
BANKURA,1908,17.346,21.234,26.904,33.092,32.681,30.711,28.233,27.781,28.119,26.517,21.092,17.132
BANKURA,1909,19.945,21.34,27.784,28.778,32.472,29.443,28.145,27.65,28.031,26.122,22.469,18.45
BANKURA,1910,18.342,20.938,26.731,31.226,32.285,30.091,28.192,27.98,28.072,25.964,20.862,17.154
BANKURA,1911,20.221,20.562,25.877,30.705,32.575,29.562,29.215,27.976,27.731,26.069,21.919,16.977
BANKURA,1912,19.025,22.115,26.897,29.669,31.883,31.098,28.19,28.097,28.171,26.124,20.892,17.196
BANKURA,1913,18.161,21.14,25.396,32.001,31.108,28.663,28.342,27.711,28.116,25.586,20.701,17.552
BANKURA,1914,18.62,21.715,26.256,28.83,30.753,29.77,27.989,27.928,27.83,25.591,21.739,18.403
BANKURA,1915,19.025,21.313,25.874,30.762,31.983,30.375,29.241,28.828,28.01,27.419,23.371,17.986
BANKURA,1916,18.323,21.611,27.829,31.051,34.311,29.49,28.541,28.179,28.117,26.462,21.736,17.336
BANKURA,1917,18.023,20.897,25.602,30.326,30.151,29.731,28.371,28.023,27.734,26.098,21.398,17.635
BANKURA,1918,17.426,21.077,27.226,29.846,31.031,28.74,29.679,27.747,28.332,26.551,22.181,17.96
BANKURA,1919,19.696,20.609,27.501,30.572,32.353,29.95,28.488,28.107,28.017,26.075,21.898,17.812
BANKURA,1920,18.904,21.14,26.271,30.776,32.134,31.905,28.308,28.104,27.953,26.545,22.018,17.706
BANKURA,1921,19.039,20.894,27.628,31.311,34.412,30.933,28.696,27.877,27.868,25.242,20.684,18.605
BANKURA,1922,18.649,21.575,27.625,31.753,33.384,29.247,28.067,27.677,27.287,25.014,21.33,17.656
BANKURA,1923,18.357,20.886,25.956,31.162,32.979,32.113,28.316,27.655,28.156,25.74,21.37,18.501
BANKURA,1924,18.825,21.511,28.093,32.126,32.817,32.69,28.489,28.106,27.456,26.422,21.295,17.683
BANKURA,1925,17.447,20.084,26.471,30.047,32.12,30.608,27.751,28.38,28.01,25.484,21.518,17.404
BANKURA,1926,18.299,21.842,25.677,29.827,32.194,33.472,28.529,27.956,27.909,25.716,20.619,18.552
BANKURA,1927,18.948,21.288,25.404,31.647,31.849,31.593,28.471,28.083,28.254,26.517,21.892,18.786
BANKURA,1928,19.03,21.833,27.905,30.625,32.302,29.618,28.176,28.48,28.588,26.643,21.82,18.528
BANKURA,1929,19.022,20.336,26.953,30.896,33.585,31.824,27.869,27.776,28.077,25.405,21.242,17.693
BANKURA,1930,17.852,20.613,27.069,30.759,32.261,31.116,28.169,27.902,28.072,26.639,21.097,17.436
BANKURA,1931,19.723,21.26,26.095,32.203,32.221,32.776,28.196,28.38,28.069,26.221,21.318,18.333
BANKURA,1932,19.524,20.511,27.377,30.921,32.682,31.372,28.166,28.104,28.189,26.875,21.694,18.586
BANKURA,1933,17.488,21.403,26.93,29.594,32.035,30.143,28.07,27.628,27.953,26.065,21.418,18.157
BANKURA,1934,17.988,20.709,26.729,31.27,33.176,30.373,28.497,27.957,28.077,25.74,20.833,18.511
BANKURA,1935,18.054,21.581,27.35,30.202,34.334,32.212,28.517,27.649,27.953,26.164,21.598,18.382
BANKURA,1936,18.62,21.188,27.663,31.624,31.048,29.501,28.19,28.127,27.816,25.661,22.259,18.826
BANKURA,1937,17.399,20.964,25.969,30.107,31.523,30.316,28.571,28.022,27.931,25.737,21.458,17.431
BANKURA,1938,20.045,20.038,28.625,32.433,30.551,29.504,28.19,27.902,28.523,26.531,21.048,17.767
BANKURA,1939,19.493,22.139,26.233,31.905,32.957,31.069,27.946,27.655,27.929,26.449,21.411,18.491
BANKURA,1940,18.139,21.236,25.363,31.222,32.32,31.441,27.991,28.084,28.33,26.821,23.82,18.99
BANKURA,1941,19.329,21.626,28.356,32.134,32.767,30.242,28.324,28.353,28.309,25.887,21.425,19.564
BANKURA,1942,19.023,21.516,27.703,30.886,34.259,32.469,28.316,27.5,27.47,26.163,22.58,18.434
BANKURA,1943,19.902,19.913,26.992,29.368,33.005,30.596,28.216,27.677,28.174,26.996,22.211,19.463
BANKURA,1944,19.329,21.169,26.225,29.029,34.421,32.019,28.013,27.999,28.357,26.145,22.001,19.917
BANKURA,1945,18.306,20.762,27.852,29.843,32.516,31.639,28.694,28.701,28.409,25.664,21.596,17.605
BANKURA,1946,18.991,23.187,27.549,28.048,31.404,30.264,28.067,28.012,28.007,26.064,22.743,19.435
BANKURA,1947,19.495,21.607,27.525,32.724,33.256,31.663,28.474,28.196,28.233,26.161,22.415,18.975
BANKURA,1948,20.196,21.912,26.153,31.406,32.126,31.42,27.818,27.668,28.079,26.244,22.6,17.392
BANKURA,1949,19.349,21.109,27.276,29.294,30.175,31.271,28.389,28.299,28.031,26.911,20.775,17.893
BANKURA,1950,19.522,21.458,26.176,31.346,32.678,30.349,28.145,27.7,28.016,25.576,21.054,18.463
BANKURA,1951,18.265,21.628,26.751,30.577,32.924,31.279,28.469,28.777,28.917,27.665,22.293,19.438
BANKURA,1952,19.812,23.265,27.276,28.84,32.126,31.29,28.122,27.8,27.918,26.247,22.022,19.232
BANKURA,1953,18.826,22.832,29.377,32.034,33.429,30.651,28.095,27.901,27.853,26.461,21.764,19.898
BANKURA,1954,18.05,23.331,26.947,33.118,33.085,29.665,28.249,28.035,27.703,25.237,20.218,18.603
BANKURA,1955,18.925,21.881,28.302,30.848,33.43,31.219,28.122,28.005,28.247,26.264,22.045,18.429
BANKURA,1956,19.627,20.695,27.65,31.845,32.554,28.401,27.866,27.996,27.73,26.034,21.472,19.234
BANKURA,1957,19.732,20.88,26.048,31.52,35.313,32.115,28.214,28.302,28.307,26.785,22.108,19.656
BANKURA,1958,20.809,21.958,27.652,32.252,34.936,33.571,29.026,28.123,28.095,27.401,22.517,19.894
BANKURA,1959,19.599,21.288,27.073,31.577,33.656,30.749,28.568,28.106,27.81,26.619,21.402,18.387
BANKURA,1960,18.773,22.982,25.973,32.22,33.2,31.367,27.89,28.101,28.222,26.486,21.233,19.076
BANKURA,1961,19.606,19.713,28.111,32.022,33.357,30.365,28.016,28.397,27.741,25.742,20.932,16.348
BANKURA,1962,17.418,21.401,26.563,30.692,32.605,30.671,29.08,28.105,28.188,25.74,21.796,19.027
BANKURA,1963,17.977,22.81,26.949,30.341,31.111,30.503,28.494,28.399,28.484,26.648,23.426,19.286
BANKURA,1964,19.647,22.324,28.248,31.272,31.624,31.958,27.804,28.104,28.233,26.636,22.216,19.186
BANKURA,1965,19.8,21.936,25.813,30.475,33.409,32.473,28.258,28.104,28.159,26.531,22.771,18.332
BANKURA,1966,18.62,23.168,27.428,31.953,34.236,31.628,29.107,28.63,28.504,26.279,23.35,18.56
BANKURA,1967,19.478,23.142,25.769,29.566,32.827,32.018,28.74,27.999,28.032,26.442,21.967,20.582
BANKURA,1968,19.326,21.448,27.268,31.027,33.739,29.34,28.225,28.029,28.809,25.697,21.507,20.699
BANKURA,1969,18.923,22.906,28.663,31.653,31.402,31.392,28.371,27.625,27.835,26.536,23.048,18.755
BANKURA,1970,19.475,22.162,26.893,31.616,33.211,30.042,28.316,28.301,27.745,26.161,21.272,17.583
BANKURA,1971,18.75,20.935,25.723,27.594,29.183,29.016,26.983,26.777,27.704,26.087,21.389,18.209
BANKURA,1972,18.693,19.384,26.894,30.962,33.414,31.761,28.472,27.953,26.991,25.981,21.608,18.804
BANKURA,1973,19.593,22.264,25.583,31.392,31.251,29.863,28.318,28.078,27.452,26.086,21.695,18.157
BANKURA,1974,18.019,21.137,26.792,30.658,31.492,31.212,28.018,28.372,28.02,26.644,21.864,16.855
BANKURA,1975,18.253,21.558,26.791,30.771,32.602,30.865,27.638,27.873,27.536,27.041,21.366,17.887
BANKURA,1976,18.798,22.407,27.427,30.178,30.91,30.939,28.518,27.926,27.726,27.15,24.29,19.151
BANKURA,1977,18.726,21.702,28.247,29.956,29.547,29.737,28.188,28.433,28.31,26.327,23.383,17.772
BANKURA,1978,17.864,21.251,25.524,29.439,32.107,30.136,28.095,28.084,27.641,26.444,23.296,18.749
BANKURA,1979,19.949,19.699,26.325,30.476,33.105,30.938,29.476,28.813,27.157,27.053,24.819,19.134
BANKURA,1980,19.327,22.147,26.12,31.928,31.793,28.925,27.428,27.285,28.502,26.039,22.458,19.216
BANKURA,1981,18.5,21.85,26.053,28.443,29.713,30.761,28.046,28.31,27.941,26.491,22.218,18.56
BANKURA,1982,20.301,21.569,25.114,30.233,33.631,30.673,30.422,28.102,29.01,26.969,22.647,18.96
BANKURA,1983,18.984,21.262,27.151,29.945,31.397,32.524,29.172,28.527,28.507,26.236,22.335,18.518
BANKURA,1984,18.95,20.384,27.186,31.53,33.186,29.363,28.389,28.104,28.028,26.823,21.299,19.073
BANKURA,1985,19.628,21.079,27.603,31.281,30.858,30.929,27.42,27.771,28.221,25.543,22.124,19.841
BANKURA,1986,18.766,21.595,26.343,30.06,30.151,31.044,27.965,27.68,27.682,25.29,22.125,19.016
BANKURA,1987,18.635,21.853,26.171,29.875,31.506,31.595,28.021,27.477,27.979,26.746,22.477,19.55
BANKURA,1988,19.49,21.721,26.252,30.58,31.705,29.288,28.244,28.918,29.265,27.77,23.171,20.892
BANKURA,1989,18.893,23.095,27.333,32.398,32.203,29.782,28.638,28.482,28.355,27.307,22.733,18.809
BANKURA,1990,19.955,22.115,25.15,29.925,30.777,30.594,28.192,29.055,28.514,25.464,23.147,19.409
BANKURA,1991,18.321,23.395,27.387,30.534,32.44,30.165,29.177,28.139,28.516,26.168,21.495,18.254
BANKURA,1992,18.391,20.664,27.505,31.311,31.424,30.903,28.957,28.487,28.348,26.711,22.877,18.757
BANKURA,1993,19.656,22.851,26.131,29.796,31.958,31.087,28.95,28.319,27.947,26.638,22.083,19.026
BANKURA,1994,19.885,21.347,27.47,29.959,32.763,30.565,28.314,28.07,28.159,26.8,22.579,19.104
BANKURA,1995,18.021,21.533,26.554,31.294,32.306,31.656,28.385,28.509,28.031,26.538,22.576,19.429
BANKURA,1996,19.715,21.205,27.954,29.957,33.317,29.831,28.924,27.716,28.831,26.204,22.495,18.647
BANKURA,1997,18.424,20.906,27.213,28.731,32.165,31.968,28.273,28.127,27.754,26.655,23.544,19.249
BANKURA,1998,18.07,21.952,24.778,30.213,32.182,32.721,28.536,28.731,28.45,27.945,23.374,19.761
BANKURA,1999,18.755,22.955,27.97,32.615,31.95,30.624,28.197,28.106,27.746,27.029,22.881,20.175
BANKURA,2000,19.627,21.055,26.735,31.532,31.857,30.055,28.693,28.81,27.967,26.983,23.758,18.745
BANKURA,2001,18.593,22.214,27.048,31.377,32.261,29.266,27.803,28.854,29.007,27.648,24.193,19.848
BANKURA,2002,19.528,22.792,27.747,30.812,32.78,30.951,29.2,28.106,28.072,26.541,22.598,19.701
BIRBHUM,1901,17.405,21.435,26.422,31.807,31.714,31.621,29.107,28.542,28.338,27.474,22.039,18.12
BIRBHUM,1902,18.991,21.457,28.04,29.787,31.232,31.057,28.583,28.863,28.481,26.579,21.704,17.749
BIRBHUM,1903,18.648,20.619,26.7,31.586,33.344,30.46,29.742,28.518,28.341,26.651,21.205,17.268
BIRBHUM,1904,18.045,21.078,27.14,32.123,30.79,29.73,28.048,28.417,28.483,26.516,21.599,18.687
BIRBHUM,1905,17.807,18.566,24.825,28.35,30.055,32.594,28.583,28.401,27.984,26.716,21.962,18.065
BIRBHUM,1906,17.83,20.506,24.569,31.885,32.488,31.077,28.985,28.328,28.7,26.616,21.938,18.529
BIRBHUM,1907,19.223,20.728,24.567,28.749,31.383,30.649,28.763,28.479,28.483,26.75,21.981,17.664
BIRBHUM,1908,17.125,21.084,27.014,33.437,32.389,30.613,28.642,28.18,28.541,27.011,21.44,17.266
BIRBHUM,1909,19.526,21.299,27.953,28.945,32.342,29.39,28.623,27.663,28.42,26.554,22.832,18.39
BIRBHUM,1910,17.809,20.767,26.739,31.344,31.869,29.909,28.448,28.197,28.476,26.509,21.274,17.126
BIRBHUM,1911,19.889,20.577,25.745,30.823,32.408,29.589,29.464,28.342,28.016,26.515,22.001,16.751
BIRBHUM,1912,18.687,22.178,26.642,29.35,31.157,30.936,28.483,28.3,28.583,26.551,21.217,17.404
BIRBHUM,1913,17.925,21.136,25.199,32.395,30.713,28.379,28.799,27.898,28.44,25.976,20.962,17.429
BIRBHUM,1914,18.29,21.682,26.224,28.707,30.63,29.657,28.363,28.164,28.278,25.856,21.903,18.422
BIRBHUM,1915,18.751,21.243,25.703,30.762,31.649,29.997,29.609,29.054,28.376,28.057,23.775,18.201
BIRBHUM,1916,18.125,21.6,28.053,31.163,34.403,29.414,28.761,28.481,28.498,26.952,21.938,17.33
BIRBHUM,1917,17.69,21.057,25.715,30.405,29.835,29.714,28.741,28.258,28.041,26.549,21.639,17.589
BIRBHUM,1918,17.149,21.137,27.316,29.786,30.712,28.614,29.986,27.938,28.64,26.916,22.146,17.866
